SOURCE,ISIN_NUMBER,SYMBOL,SERIES
BSE,INE994D01010,AEONXDIGI,X
BSE,INE542B01011,AKSHARCHEM,B
BSE,INE875N01036,BANDARAM,XT
BSE,INE276T01018,ADLINE,P
BSE,INE415H01017,BERLDRG,X
BSE,INE056E01024,INDXTRA,XT
BSE,INE532B01020,ISTRNETWK,XT
BSE,INE076D01016,GAGAN,X
BSE,INE750B01010,PARKERAC,X
BSE,INE551C01044,SHUKRAPHAR,XT
BSE,INE058F01019,ALUFLUOR,X
BSE,INE102E01018,OXYGENTAPH,X
BSE,INE078I01011,ARCHITORG,X
BSE,INE528E01022,SIKOZY,X
BSE,INE760F01028,INDOAMIN,B
BSE,INE936B01015,NATCAPSUQ,B
BSE,INE331C01025,WELCURE,X
BSE,INE994B01014,BIBCL,B
BSE,INE035D01020,SOTL,B
BSE,INE782E01017,HESTERBIO,B
BSE,INE645C01010,KABSON,X
BSE,INE473E01021,BASANTGL,X
BSE,INE751D01014,SANDUPHQ,X
BSE,INE295D01020,NACLIND,B
BSE,INE427C01021,VISTAPH,X
BSE,INE044A01036,SUNPHARMA,A
BSE,INE150C01011,TITANBIO,X
BSE,INE354A01013,JENBURPH,X
BSE,INE475B01022,HIKAL,B
BSE,INE475E01026,CAPLIPOINT,A
BSE,INE771F01041,FISCHER,B
BSE,INE302F01011,LINKPH,X
BSE,INE643N01012,DECIPHER,X
BSE,INE634B01016,EMMESSA,X
BSE,INE887E01022,NGLFINE,B
BSE,INE334C01029,EVERESTO,X
BSE,INE406A01037,AUROPHARMA,A
BSE,INE037C01010,PHYTO,X
BSE,INE987B01026,NATCOPHARM,A
BSE,INE457C01010,DYNAMIND,X
BSE,INE305C01029,PANAMAPET,B
BSE,INE083D01012,BALPHARMA,B
BSE,INE278D01018,BDH,X
BSE,INE593O01017,JAUSPOL,X
BSE,INE064L01015,GLOBUSCON,X
BSE,INE144D01012,CUBEXTUB,B
BSE,INE809B01014,POLYCHMP,X
BSE,INE395F01023,STELLANT,XT
BSE,INE020S01012,GALXBRG,X
BSE,INE092O01028,VINRKLB,XT
BSE,INE895E01017,SCAGRO,XT
BSE,INE427E01027,RALEGRA,X
BSE,INE602H01010,UNRYLMA,X
BSE,INE327D01013,KARANWO,X
BSE,INE00HZ01011,BNAGROCHEM,B
BSE,INE881B01054,SUPERTEX,X
BSE,INE278C01010,SHETR,X
BSE,INE773D01018,TRABI,X
BSE,INE343A01016,MPL,X
BSE,INE926C01022,NIKHILAD,X
BSE,INE175C01018,SPENTA,X
BSE,INE678F01014,MULTIBASE,X
BSE,INE449C01025,ANDREWYU,B
BSE,INE983C01015,LUDLOWJUT,X
BSE,INE293C01019,ASHRAM,X
BSE,INE618A01011,ROYALCU,X
BSE,INE170U01011,SURJIND,X
BSE,INE120D01012,HITECHCORP,B
BSE,INE253C01013,BLOOM,XT
BSE,INE816B01035,FILATEX,B
BSE,INE307D01015,STDSFAC,X
BSE,INE902C01015,MORGAN,X
BSE,INE762C01021,AMRAPLIN,X
BSE,INE863B01029,PREMEXPLN,B
BSE,INE033E01015,MIDEASTP,X
BSE,INE835B01035,MOLDTECH,B
BSE,INE293N01016,CRSTCHM,X
BSE,INE356A01018,MPHASIS,A
BSE,INE410G01010,DIVSHKT,X
BSE,INE609C01024,ORIENTLTD,B
BSE,INE115F01017,SHREYASI,XT
BSE,INE744D01019,PANJON,X
BSE,INE967A01012,SWARNSAR,X
BSE,INE460C01014,GANESHHOU,A
BSE,INE584A01023,NMDC,A
BSE,INE908C01012,CINDHO,X
BSE,INE529D01014,PATINTLOG,B
BSE,INE137C01018,ALPHAGEO,B
BSE,INE299D01022,HAMPTON,X
BSE,INE301C01028,KKALPANAIND,X
BSE,INE870B01024,OKPLA,X
BSE,INE479D01038,KRITI,B
BSE,INE867C01010,ASMTEC,B
BSE,INE759I01024,PERFEPA,X
BSE,INE267C01013,AMBIT,XT
BSE,INE515B01025,VISIONCINE,XT
BSE,INE072B01027,AEIM,X
BSE,INE007C01021,INDRANIB,X
BSE,INE940E01011,EUROLED,X
BSE,INE391C01011,WINSOMBR,X
BSE,INE152E01013,ELEFLOR,X
BSE,INE765B01018,SKYIND,X
BSE,INE245B01011,PHOENXINTL,X
BSE,INE432N01010,BHUDEVI,XT
BSE,INE206C01029,PRATIK,X
BSE,INE582D01013,RISHIROOP,X
BSE,INE818D01011,PROMACT,X
BSE,INE356B01024,SYSTMTXC,B
BSE,INE825D01016,SHAHISHIP,XT
BSE,INE840D01015,ALPINEHOU,X
BSE,INE999B01013,SANGHIIND,B
BSE,INE550D01010,WWALUM,XT
BSE,INE670C01026,IIRM,X
BSE,INE716K01020,SFPIL,X
BSE,INE967B01028,SGLRES,X
BSE,INE493D01013,CHOKSILA,X
BSE,INE652F01027,CCHHL,B
BSE,INE519N01014,MIDWEST,T
BSE,INE439G01019,ENTRINT,X
BSE,INE413G01022,TPLPLASTEH,B
BSE,INE015B01018,WIMPLAST,X
BSE,INE813B01016,PHOTOQUP,X
BSE,INE557B01019,LIBERTSHOE,B
BSE,INE845B01018,LIPPISYS,X
BSE,INE822G01016,ELECTHERM,B
BSE,INE233B01017,BLUEDART,A
BSE,INE561D01025,EXPOEAPL,X
BSE,INE233D01013,NATPLAS,X
BSE,INE244C01020,MFLINDIA,X
BSE,INE863E01015,AJWAFUN,P
BSE,INE594V01028,TEXELIN,X
BSE,INE008C01011,RAYALEMA,X
BSE,INE771A01026,MIRZAINT,B
BSE,INE305A01023,TFCILTD,B
BSE,INE403F01017,THAKDEV,X
BSE,INE610C01014,ARENTERP,B
BSE,INE828A01016,BIL,B
BSE,INE967C01018,KAMATHOTEL,B
BSE,INE008N01018,TIRTPLS,XT
BSE,INE055C01020,KEEPLEARN,B
BSE,INE084C01012,POLOHOT,Z
BSE,INE423D01010,ECOPLAST,X
BSE,INE095B01010,ELEMARB,X
BSE,INE839A01021,BITS,XT
BSE,INE627D01016,ADARSHPL,XT
BSE,INE136C01044,HPBL,X
BSE,INE653C01022,NICCOPAR,X
BSE,INE920C01017,NTCIND,X
BSE,INE583B01015,SANDESH,B
BSE,INE797D01017,GARNET,X
BSE,INE025B01025,GOLDIAM,A
BSE,INE630D01010,BRIGHTBR,X
BSE,INE869A01010,SHAWGELTIN,X
BSE,INE078D01012,PGFOILQ,X
BSE,INE548D01014,VELHO,X
BSE,INE931B01016,HOWARHO,X
BSE,INE760B01019,VALIANT,X
BSE,INE934C01018,DRAGARWQ,B
BSE,INE461C01038,GREENPLY,B
BSE,INE497B01018,SEAMECLTD,B
BSE,INE753B01014,RAGHUNAT,X
BSE,INE974B01016,CHEVIOT,B
BSE,INE928C01010,DAICHI,X
BSE,INE016C01014,RAJINFRA,Z
BSE,INE882D01017,SPICEISLIN,XT
BSE,INE552D01024,CONFIPET,B
BSE,INE413C01013,SIPL,X
BSE,INE794C01016,SHAKTIPR,X
BSE,INE338C01012,ASHSI,X
BSE,INE655B01011,BANARBEADS,B
BSE,INE480H01011,AREXMIS,X
BSE,INE986A01012,BI,X
BSE,INE973B01026,ISFL,X
BSE,INE988D01012,RISHILASE,X
BSE,INE966C01010,JAINCO,X
BSE,INE795E01019,KUMPFIN,X
BSE,INE017E01018,INTECCAP,X
BSE,INE184D01026,RAJSEC,X
BSE,INE797C01019,SIDDHEGA,X
BSE,INE111B01023,63MOONS,B
BSE,INE641B01011,SHIKHAR,XT
BSE,INE453D01025,SARLAPOLY,B
BSE,INE944C01017,MKTCREAT,X
BSE,INE552B01010,HFIL,X
BSE,INE743D01011,PADMAIND,X
BSE,INE253B01015,21STCENMGM,B
BSE,INE400G01011,HRYNSHP,X
BSE,INE377D01018,ARUNIS,XT
BSE,INE116E01018,VAICC,P
BSE,INE945B01016,TYROON,X
BSE,INE059D01020,LAOPALA,B
BSE,INE239C01020,STYLAMIND,B
BSE,INE411B01019,VENUSREM,T
BSE,INE404B01022,LASTMILE,X
BSE,INE372D01019,GUJCRAFT,X
BSE,INE025D01013,HEERAISP,X
BSE,INE313G01016,DHOOTIN,X
BSE,INE318P01016,CRIMSON,P
BSE,INE402H01015,SHBAJRG,X
BSE,INE550C01020,URJA,B
BSE,INE348A01023,ASHAPURMIN,B
BSE,INE847D01010,SHREEPAC,X
BSE,INE186A01019,GUJALKALI,B
BSE,INE383A01012,INDIACEM,A
BSE,INE573A01042,JKTYRE,A
BSE,INE173A01025,SIL,B
BSE,INE700A01033,JUBLPHARMA,A
BSE,INE607G01011,SAMYAKINT,X
BSE,INE563D01013,AADIIND,XT
BSE,INE618F01010,SPARKLEGR,XT
BSE,INE326C01017,ACKNIT,X
BSE,INE090D01017,TITANSEC,X
BSE,INE055E01034,REALECO,X
BSE,INE984E01035,VIVANZA,X
BSE,INE095C01018,YASHRAJC,XT
BSE,INE689J01013,LORDSHOTL,X
BSE,INE718F01018,CSLFINANCE,B
BSE,INE989A01032,SANGHVIMOV,A
BSE,INE818A01017,ANTELOPUS,B
BSE,INE795D01011,PURETROP,X
BSE,INE963C01033,FAZE3Q,B
BSE,INE656B01027,PRADHIN,Z
BSE,INE069B01023,ANUPAM,X
BSE,INE639C01013,RAJPACK,XT
BSE,INE959A01019,PRIVISCL,B
BSE,INE444D01016,NATRAJPR,X
BSE,INE103E01016,SAMRATPH,X
BSE,INE446D01011,NPRFIN,X
BSE,INE445D01013,NILE,X
BSE,INE924B01011,AMCOIND,X
BSE,INE350C01017,OPTIEMUS,B
BSE,INE302C01018,KREONFIN,X
BSE,INE487G01018,GYANDEV,X
BSE,INE017C01012,KISAN,X
BSE,INE817B01025,KERALAYUR,X
BSE,INE153K01018,MONGIPA,X
BSE,INE388C01017,MOHITPPR,X
BSE,INE108C01019,DAULAT,X
BSE,INE213B01019,ODYSSEY,X
BSE,INE015F01019,RSCINT,X
BSE,INE936A01025,SURATRAML,X
BSE,INE354E01031,ATHARVENT,X
BSE,INE365H01014,FUNDVISER,X
BSE,INE083B01024,THEMISMED,B
BSE,INE629F01025,KALLAM,X
BSE,INE899B01015,BRAWN,X
BSE,INE501D01013,FORINTL,X
BSE,INE050N01010,KINGSINFR,X
BSE,INE295B01016,SWOJAS,X
BSE,INE690D01014,SUBSM,X
BSE,INE292C01011,AUROLAB,X
BSE,INE533C01018,KJMCFIN,X
BSE,INE495B01038,SUVEN,B
BSE,INE032E01017,ARYAMAN,X
BSE,INE958C01025,BRIDGESE,X
BSE,INE001O01029,RISAINTL,X
BSE,INE961B01013,KAYPOWR,X
BSE,INE003B01014,INTSTOIL,X
BSE,INE062C01042,GLOBALCA,X
BSE,INE584B01013,SAINIK,X
BSE,INE021N01011,ARIGATO,XT
BSE,INE652D01014,RICHUNV,X
BSE,INE373C01019,QUANTDIA,X
BSE,INE102F01015,SPCAPIT,X
BSE,INE791C01012,PAOS,XT
BSE,INE546C01010,PICCADIL,B
BSE,INE419D01026,CLSEL,B
BSE,INE368D01025,CHANDRAP,X
BSE,INE285U01025,KIMIABL,X
BSE,INE428D01019,HINDTIN,X
BSE,INE362C01012,GODAVARI,X
BSE,INE001E01012,PREMCO,X
BSE,INE596B01017,MUKESHB,X
BSE,INE955D01029,GENUSPOWER,A
BSE,INE276G01015,ASIANENE,B
BSE,INE883D01023,KBSINDIA,XT
BSE,INE428P01013,PRABHHANS,X
BSE,INE071E01023,UGARSUGAR,B
BSE,INE607D01018,ORIENTBELL,B
BSE,INE349A01021,NRBBEARING,B
BSE,INE380C01014,VAMSHIRU,X
BSE,INE937C01029,NILAINFRA,B
BSE,INE921B01025,DBSTOCKBRO,B
BSE,INE526H01011,VINYOFL,X
BSE,INE356F01017,JINDCAP,X
BSE,INE932F01015,EPIC,X
BSE,INE886B01012,SUMEDHA,X
BSE,INE430F01010,KUWERIN,X
BSE,INE865B01016,CHOKSI,X
BSE,INE831C01016,ASHISHPO,X
BSE,INE960E01019,SHIVAAGRO,X
BSE,INE140C01012,SIDDHA,X
BSE,INE293D01017,KIRANSY-B,XT
BSE,INE764B01029,SUMERUIND,X
BSE,INE347C01013,RUNGTAIR,X
BSE,INE959B01017,GTTDATA,X
BSE,INE808A01018,VALSONQ,XT
BSE,INE440C01016,SABOOSOD,X
BSE,INE015C01016,TINNARUBR,B
BSE,INE337E01010,VIKRAMTH,X
BSE,INE473C01025,STRATMONT,X
BSE,INE701G01012,AKCAPIT,X
BSE,INE131B01039,RELAXO,A
BSE,INE467D01017,VIRAT,X
BSE,INE786J01033,RRETAIL,X
BSE,INE390D01011,TERAI,X
BSE,INE948I01015,MANRAJH,X
BSE,INE949B01018,COSCO,X
BSE,INE395E01018,KENFIN,X
BSE,INE790G01031,SHILPAMED,A
BSE,INE074B01023,PARACABLES,B
BSE,INE132F01038,NCLRESE,X
BSE,INE335G01019,EXPLICITFIN,XT
BSE,INE519D01015,LADDERUP,X
BSE,INE152C01025,UYFINCORP,T
BSE,INE906L01025,EKAMLEA,X
BSE,INE691C01022,SWASTIKA,X
BSE,INE573B01016,PRIMAPLA,X
BSE,INE381G01013,TELECANOR,XT
BSE,INE582C01015,JAGSONSER,X
BSE,INE194E01015,GARGFUR,X
BSE,INE375C01022,SAMPRE,X
BSE,INE864E01021,AAIL,X
BSE,INE834D01018,VIPULORG,X
BSE,INE316A01038,ECORECO,B
BSE,INE127I01024,GOODLUCK,B
BSE,INE912B01032,GOYALASS,X
BSE,INE812B01026,ZENITHHE,X
BSE,INE057Q01018,YORKEXP,X
BSE,INE822E01011,SUPREME,B
BSE,INE624M01014,LYKISLTD,X
BSE,INE233C01023,PRIMEPRO,X
BSE,INE546F01013,ZENLABS,X
BSE,INE533D01032,RAJRILTD,T
BSE,INE161F01011,ANIRIT,XT
BSE,INE225G01012,GOWRALE,X
BSE,INE144C01014,JAGANLAM,X
BSE,INE041B01014,ASITCFIN,X
BSE,INE900O01014,ENCODE,X
BSE,INE897A01011,SUPERBAK,X
BSE,INE812S01012,OVOBELE,X
BSE,INE366C01021,ACSTECH,X
BSE,INE807A01010,CHALLANI,X
BSE,INE334A01023,STERTOOLS,B
BSE,INE510B01018,AGARWAL,X
BSE,INE358C01010,CEEJAY,X
BSE,INE584D01019,SUNCITYSY,X
BSE,INE354C01027,BHAGERIA,B
BSE,INE125F01032,OIVL,X
BSE,INE355C01016,BNRUDY,X
BSE,INE001B01026,KRBL,A
BSE,INE838C01011,SSPDL,X
BSE,INE789B01018,DAIKAFFI,X
BSE,INE830A01012,CILSEC,X
BSE,INE011B01017,CLIOINFO,XT
BSE,INE509F01029,CUPID,B
BSE,INE199E01014,SUNSHIEL,X
BSE,INE963A01011,HIPOLIN,X
BSE,INE545E01018,GDLLEAS,XT
BSE,INE995D01025,CHEMBOND,B
BSE,INE345H01024,CIFL,B
BSE,INE485K01022,ABVL,XT
BSE,INE366G01022,SUCROSA,X
BSE,INE825C01018,NGIND,X
BSE,INE784M01016,ASIAPAK,X
BSE,INE308B01017,ERPSOFT,X
BSE,INE474C01023,REMSONSIND,B
BSE,INE609D01014,RAMSONS,XT
BSE,INE737G01016,HARAFIN,ZP
BSE,INE457D01018,STANPACK,X
BSE,INE416A01044,SABTNL,T
BSE,INE357B01022,RAMINFO,X
BSE,INE224D01012,SUNILAGR,X
BSE,INE012E01035,DIANATEA,X
BSE,INE806A01020,VIKASECO,B
BSE,INE242A01010,IOC,A
BSE,INE042C01010,ALFAICA,X
BSE,INE260E01014,SKCIL,XT
BSE,INE274E01015,INDIAHOME,X
BSE,INE443C01010,ROOPAIND,X
BSE,INE075H01019,SARTHAKGL,XT
BSE,INE333E01019,UNIQUEO,X
BSE,INE050E01027,BALAMINES,A
BSE,INE595G01018,SWRNASE,X
BSE,INE154G01022,VENMAX,XT
BSE,INE190D01015,ARISE,X
BSE,INE309H01038,VISAGAR,X
BSE,INE267E01019,LIBORD,X
BSE,INE101E01010,REGAL,XT
BSE,INE432F01032,EBIX,T
BSE,INE823B01015,COMPEAU,X
BSE,INE239F01015,ZDHJERK,X
BSE,INE741D01015,NEELKAN,Z
BSE,INE080G01029,CONTILI,XT
BSE,INE362D01010,VIJSOLX,X
BSE,INE997I01012,SHRIKRISH,X
BSE,INE914E01040,ALANKIT,B
BSE,INE876E01033,NIHARINF,X
BSE,INE858C01027,UNITDCR,X
BSE,INE239D01028,OMINFRAL,B
BSE,INE396H01019,CHECKPOINT,XT
BSE,INE561M01018,ISHANCH,B
BSE,INE011E01029,BALUFORGE,B
BSE,INE418D01010,CEENIK,X
BSE,INE244B01030,PATELENG,A
BSE,INE237C01016,KATIPATANG,XT
BSE,INE635D01027,INANI,X
BSE,INE503D01027,GEMSI,X
BSE,INE158F01017,ELFORGE,X
BSE,INE646B01010,MEDICAMEQ,B
BSE,INE062D01024,ALICON,B
BSE,INE650C01036,DILIGENT,X
BSE,INE883B01027,ALFAVIO,X
BSE,INE412E01011,ORGCOAT,XT
BSE,INE660B01011,CATVISION,X
BSE,INE850B01026,ABMKNO,XT
BSE,INE548C01032,EMAMILTD,A
BSE,INE971L01029,KEMISTAR,X
BSE,INE709B01016,SKPSEC,X
BSE,INE121D01036,SYSCHEM,X
BSE,INE186C01023,MEFCOMCAP,X
BSE,INE930A01010,HEMANG,X
BSE,INE109C01017,ARMANFIN,B
BSE,INE355H01015,TAVERNIER,X
BSE,INE580D01017,GLANCE,X
BSE,INE024F01011,SHILCTECH,B
BSE,INE819G01012,TRADEWELL,XT
BSE,INE179O01031,SPRIGHT,X
BSE,INE096B01018,NUCLEUS,B
BSE,INE923C01011,COLINZ,X
BSE,INE606C01012,NLFL,X
BSE,INE522D01027,MANAPPURAM,A
BSE,INE005C01017,RTSPOWR,X
BSE,INE819A01049,COMFINTE,X
BSE,INE262W01012,MAYURFL,XT
BSE,INE364D01032,ANJANI,X
BSE,INE547B01028,XTGLOBAL,B
BSE,INE821D01031,RANDER,X
BSE,INE822D01021,RASIELEC,X
BSE,INE962E01015,SCOOBEEDAY,X
BSE,INE494D01011,CITIPOR,XT
BSE,INE972E01014,DHRUVCA,XT
BSE,INE802B01027,LINC,B
BSE,INE723N01012,PRIMAIN,XT
BSE,INE342D01012,INDGELA,X
BSE,INE031G01022,OPTIFIN,X
BSE,INE015E01012,PARAGONF,X
BSE,INE530D01012,PRATIKSH,X
BSE,INE328F01016,ESHAMEDIA,XT
BSE,INE332F01018,REFEXRENEW,X
BSE,INE060N01019,EQUILATERA,X
BSE,INE764D01017,VSTTILLERS,B
BSE,INE151B01011,B2BSOFT,X
BSE,INE526C01012,NIKKIGL,X
BSE,INE986B01044,RADHEDE,X
BSE,INE674M01019,KINETRU,XT
BSE,INE785D01012,ELIXIR,X
BSE,INE238C01022,TRISHAKT,X
BSE,INE698B01011,PANKAJPO,XT
BSE,INE807H01023,MARBLE,X
BSE,INE897D01015,CINDRELL,X
BSE,INE586D01014,ADHHATA,X
BSE,INE896D01017,NATPLASTI,X
BSE,INE643C01015,NATFIT,X
BSE,INE885B01014,ARTEFACT,X
BSE,INE053D01015,AMITINT,Z
BSE,INE319M01011,TUSALDAH,X
BSE,INE590D01016,DHPIND,X
BSE,INE951M01037,RRIL,X
BSE,INE325G01010,AVAILFC,X
BSE,INE368C01019,MARUTISE,X
BSE,INE293B01029,HAVISHA,B
BSE,INE250D01017,JAYIND,X
BSE,INE475C01012,ROSELABS,X
BSE,INE442C01012,CHARMS,X
BSE,INE128R01023,KRETTOSYS,X
BSE,INE768C01028,ZYDUSWELL,A
BSE,INE151H01018,MILESTONE,X
BSE,INE348I01018,BERVINL,X
BSE,INE373D01017,GUJINV,XT
BSE,INE111A01025,CONCOR,A
BSE,INE500D01015,EASTRED,X
BSE,INE922B01023,PANACEABIO,B
BSE,INE328D01011,PEETISEC,X
BSE,INE763M01028,MERCURYEV,B
BSE,INE102B01014,CHOICEIN,A
BSE,INE777G01012,SRAMSET,X
BSE,INE427D01011,GOLECHA,X
BSE,INE005E01013,EKANSH,X
BSE,INE960B01015,SPAR,X
BSE,INE319B01014,BYKE,B
BSE,INE405H01018,CSURGSU,X
BSE,INE413D01011,ARIHANT,B
BSE,INE671D01014,HASTIFIN,X
BSE,INE890B01014,UPSURGE,X
BSE,INE448D01025,PADAMCO,X
BSE,INE905B01010,WOMENNET,X
BSE,INE262C01014,POLYCON,X
BSE,INE679C01027,SOURCENTRL,X
BSE,INE493B01017,GGAUTO,X
BSE,INE326B01035,ALMONDZ,B
BSE,INE281M01013,LWSKNIT,X
BSE,INE560D01027,TUNITEX,XT
BSE,INE576N01014,RADIXIND,XT
BSE,INE516D01011,KIRANPR,X
BSE,INE603F01012,NARPROP,X
BSE,INE804B01023,MEGACOR,X
BSE,INE107A01015,TNPL,B
BSE,INE908D01010,SHAKTIPUMP,A
BSE,INE07P301011,SYTIXSE,XT
BSE,INE271D01013,SUNGOLD,X
BSE,INE474D01013,SAFFRON,X
BSE,INE523I01016,PWASML,X
BSE,INE805A01014,GOLDTECH,B
BSE,INE100F01019,LYONSCO,XT
BSE,INE115C01014,VARDHMAN,Z
BSE,INE192H01020,GRMOVER,B
BSE,INE954E01012,MOHITIND,B
BSE,INE323D01020,POLYLINK,X
BSE,INE952C01028,MINAXI,X
BSE,INE109B01019,BOSTONBIO,X
BSE,INE545B01022,CONTICON,XT
BSE,INE317B01042,NOUVEAU,X
BSE,INE397G01019,DUKEOFS,XT
BSE,INE183D01010,CYBELEIND,XT
BSE,INE600B01033,FILME,X
BSE,INE084D01010,CGVAK,X
BSE,INE268H01044,NAVKARURB,T
BSE,INE472B01011,BLUECOAST,B
BSE,INE378D01032,MADHUCON,B
BSE,INE080D01042,SYBLY,X
BSE,INE343B01030,RAJESHEXPO,Z
BSE,INE404L01039,ESARIND,X
BSE,INE866D01010,MARIS,X
BSE,INE628F01019,INDERGR,XT
BSE,INE561E01015,SKRABUL,XT
BSE,INE128A01029,EVEREADY,B
BSE,INE681D01039,ORIENTTR,X
BSE,INE767B01022,VIKASPROP,Z
BSE,INE971E01016,DESHRAK,P
BSE,INE849B01010,ACESOFT,X
BSE,INE562E01021,SOFTRAKV,X
BSE,INE473B01035,HATSUN,A
BSE,INE578B01015,ACCEDERE,X
BSE,INE681K01026,MIZVEN,X
BSE,INE864D01015,RISHDIGA,X
BSE,INE392G01028,MAINFRA,X
BSE,INE881A01015,KOBO,Z
BSE,INE247D01039,JINDWORLD,B
BSE,INE355A01028,SOMANYCERA,B
BSE,INE865D01012,JHACC,X
BSE,INE754B01012,RAGHUTOB,X
BSE,INE193D01019,DRL,X
BSE,INE558D01021,CORALFINAC,B
BSE,INE137E01014,AMITSEC,X
BSE,INE723K01018,ASHUTPM,X
BSE,INE860D01013,SANJIVIN,X
BSE,INE863D01017,RANJITSE,XT
BSE,INE580H01026,KMFBLDR,X
BSE,INE508J01015,BERYLSE,XT
BSE,INE483D01014,RAP,X
BSE,INE455C01014,DEVINE,X
BSE,INE802A01037,BAMPSL,XT
BSE,INE861N01036,GENPHARMA,X
BSE,INE180C01042,CGCL,A
BSE,INE258B01022,FDC,A
BSE,INE792J01015,GORANIN,X
BSE,INE100C01024,MAL,X
BSE,INE695B01025,COUNCODOS,B
BSE,INE628B01034,OROSMITHS,X
BSE,INE173E01019,TEJASSVI,XT
BSE,INE405C01035,LINCOLN,B
BSE,INE870J01019,SILVOAK,XT
BSE,INE722B01019,PRAVEG,B
BSE,INE713C01016,SURAJLTD,B
BSE,INE196A01026,MARICO,A
BSE,INE546D01018,TOKYOFIN,X
BSE,INE654H01011,NATGENI,X
BSE,INE528C01018,UVS,X
BSE,INE454E01013,ABATEAS,X
BSE,INE863C01019,HITTCO,X
BSE,INE139D01020,YUVRAAJHPL,X
BSE,INE117K01013,RRMETAL,X
BSE,INE661D01015,VISIONCO,X
BSE,INE214D01021,KARNAWATI,XT
BSE,INE224C01014,INANISEC,X
BSE,INE067C01025,ANKIN,XT
BSE,INE554H01021,VAGHANI,XT
BSE,INE799E01011,MAYUR,XT
BSE,INE673C01020,AMERISE,X
BSE,INE621B01021,PRITHVIEXCH,X
BSE,INE593B01030,KHYATI,X
BSE,INE230F01014,RAINBOWF,X
BSE,INE632C01026,VIDHIING,B
BSE,INE414D01027,BHAGCHEM,B
BSE,INE224E01028,GATECH,B
BSE,INE316G01019,PANCHSHEEL,X
BSE,INE650G01029,MENNPIS,X
BSE,INE414C01045,GREENCREST,X
BSE,INE509C01026,GENNEX,X
BSE,INE548B01018,GINISILK,X
BSE,INE505C01016,PRAENG,T
BSE,INE703D01023,BIOGEN,X
BSE,INE131D01019,GKCONS,X
BSE,INE126J01016,APOLLOPIPE,B
BSE,INE576D01015,UNJHAFOR,X
BSE,INE205C01021,POLYMED,A
BSE,INE600F01018,PFLINFOTC,XT
BSE,INE311M01018,SHRADDHA,X
BSE,INE059E01010,KACHCHH,XT
BSE,INE630U01014,PADALPO,X
BSE,INE229G01022,KACL,X
BSE,INE469F01026,KCLINFRA,X
BSE,INE331F01028,SESHACHAL,XT
BSE,INE951D01028,ATULAUTO,B
BSE,INE393D01015,SCANPRO,X
BSE,INE426H01014,PRERINFRA,X
BSE,INE161E01014,METALCO,X
BSE,INE266C01023,SGNTE,XT
BSE,INE278O01015,GANGAPA,X
BSE,INE297J01023,TIRSARJ,X
BSE,INE513E01024,RODIUM,X
BSE,INE793H01017,NAGTECH,XT
BSE,INE172B01017,IECEDU,X
BSE,INE935D01013,INDUSFINL,X
BSE,INE515C01023,LAHOTIOV,X
BSE,INE318D01020,ZENITHSTL,B
BSE,INE884X01011,TRINITYLEA,X
BSE,INE194D01017,ASTAR,B
BSE,INE457G01029,ORIRAIL,B
BSE,INE024B01010,JOINDRE,X
BSE,INE842D01029,BHARATAGRI,X
BSE,INE929K01011,UNITINT,Z
BSE,INE433G01020,SACHEMT,X
BSE,INE370C01015,POPULARES,X
BSE,INE283D01018,ANJANIFIN,X
BSE,INE687C01012,REXNORD,X
BSE,INE882B01037,IIL,X
BSE,INE248B01023,SAWACA,X
BSE,INE778E01031,CCLINTER,X
BSE,INE755J01012,GALLOPENT,XT
BSE,INE587J01027,CROISSANCE,XT
BSE,INE312M01016,MADHUVEER,XT
BSE,INE803L01016,GALAGEX,XT
BSE,INE641H01018,GOPAIST,XT
BSE,INE02XD01011,HINDAPL,XT
BSE,INE204E01012,AGARIND,B
BSE,INE956B01013,DHAMPURE,XT
BSE,INE545N01019,SHAQUAK,X
BSE,INE595D01015,GOLCA,X
BSE,INE074H01012,SARTHAKIND,X
BSE,INE531X01018,SAICAPI,X
BSE,INE657B01025,BLUECHIP,T
BSE,INE185D01015,LEXORAA,XT
BSE,INE316D01024,VERTEX,X
BSE,INE811H01017,RIBATEX,X
BSE,INE997D01021,NEWINFRA,X
BSE,INE914B01012,SHREMETAL,XT
BSE,INE558F01026,CHLOGIST,X
BSE,INE540G01014,AMBIKCO,B
BSE,INE227B01019,HINDALUMI,XT
BSE,INE547C01018,SPECFOOD,X
BSE,INE735C01027,AMRAAGRI,X
BSE,INE706C01028,AUTOPINS,X
BSE,INE839E01023,ODYCORP,X
BSE,INE164D01010,IKOMA,X
BSE,INE146H01018,INDCTST,X
BSE,INE653D01012,SAMINDUS,X
BSE,INE147C01017,POOJAENT,X
BSE,INE995A01013,GRAVITY,XT
BSE,INE176O01011,ESPIRE,X
BSE,INE938A01021,LCCINFOTEC,T
BSE,INE185E01021,FILATFASH,B
BSE,INE325D01025,SINDHUTRAD,B
BSE,INE486F01012,ZENOTECH,X
BSE,INE597C01021,HINDBIO,X
BSE,INE092D01013,FRONTCORP,X
BSE,INE409B01013,SWELECTES,B
BSE,INE121B01014,WALLFORT,X
BSE,INE291D01011,KDDL,B
BSE,INE398H01015,TRUSTEDGE,X
BSE,INE516F01016,ABHICAP,X
BSE,INE994E01018,3BBLACKBIO,B
BSE,INE311N01016,SUMUKA,X
BSE,INE219M01021,ATVOENT,X
