SOURCE,ISIN_NUMBER,SYMBOL,SERIES
BSE,INE158C01014,CITYONLINE,Z
BSE,INF204KA1UN7,SENSEXBEES,A
BSE,INE363M01019,SHEMAROO,B
BSE,INE010R01023,ULTRACAB,X
BSE,INE929D01016,RCCL,X
BSE,INE937K01014,ETIL,X
BSE,INE011R01013,ATISHAY,X
BSE,INE475D01010,SANGAMFIN,X
BSE,INE260R01016,DHABRIYA,X
BSE,INE229R01011,ARYACAPM,B
BSE,INE111Q01021,PDSL,A
BSE,INE761Q01015,VGCL,X
BSE,INE016Q01014,CEINSYSTECH,B
BSE,INE516E01019,PANABYTE,X
BSE,INE491C01027,MUDUNURU,XT
BSE,INE176L01017,CRANEINFRA,X
BSE,INE480D01010,NIYOGIN,X
BSE,INE149Q01021,KALYANCAP,X
BSE,INE997C01015,GBFL,X
BSE,INE918C01029,GILADAFINS,XT
BSE,INE185C01017,SAPPL,X
BSE,INE513R01026,CAPPIPES,B
BSE,INE891N01017,KAIZENAGRO,X
BSE,INE242Q01016,JMJFIN,X
BSE,INE306R01017,INTELLECT,A
BSE,INE950M01013,MONTECARLO,B
BSE,INE237B01018,JSTL,XT
BSE,INE407P01017,ICL,X
BSE,INE892C01018,SCC,XT
BSE,INE655P01029,PANAFIC,X
BSE,INE232L01018,MYMONEY,X
BSE,INE183Q01020,CSL,X
BSE,INE370Q01015,NEXUSSURGL,X
BSE,INE195F01027,SELLWIN,XT
BSE,INE243E01010,GALADAFIN,XT
BSE,INE030Q01015,EMERALD,X
BSE,INE227F01010,MKEXIM,X
BSE,INE613C01026,MCLOUD,B
BSE,INE513C01010,OCTAL,X
BSE,INE779Q01017,MIHIKA,X
BSE,INE081G01019,KANCHI,X
BSE,INE201F01015,SHRINIWAS,XT
BSE,INE341R01014,DTIL,B
BSE,INE661Q01017,VANICOM,X
BSE,INE055Q01012,SKILVEN,X
BSE,INE498Q01014,VINCOFE,B
BSE,INE029B01019,COSYN,X
BSE,INE499Q01012,SOFCOM,X
BSE,INE223R01014,NAPL,X
BSE,INE554R01020,KARNAVATI,X
BSE,INE689O01013,MERCANTILE,X
BSE,INE321M01017,SONAL,XT
BSE,INE211D01027,ALFL,X
BSE,INE949P01018,GENUSPAPER,B
BSE,INE842C01021,MINDACORP,A
BSE,INE947G01011,MERCURYLAB,X
BSE,INE858L01010,CONCORD,X
BSE,INE945P01024,WARDINMOBI,X
BSE,INE397C01026,SHREESEC,X
BSE,INE544R01021,GREENLAM,B
BSE,INE717E01013,TALBROSENG,X
BSE,INE147J01012,PUROHITCON,X
BSE,INE596F01018,PTCIL,A
BSE,INE777O01016,CHENFERRO,X
BSE,INE756R01013,MEGRISOFT,X
BSE,INE776O01018,GITARENEW,X
BSE,INE059Q01014,KALPACOMME,XT
BSE,INE396C01010,NEIL,X
BSE,INE526R01028,STARHFL,X
BSE,INE213D01015,BEEKAY,X
BSE,INF200KA1572,SETFBSE100,A
BSE,INE184Q01010,FRASER,XT
BSE,INE812Q01016,TIRUPATIIN,X
BSE,INE369Q01017,GANVERSE,M
BSE,INE976R01033,AGIIL,B
BSE,INE824Q01011,MANAKSTEEL,B
BSE,INE859Q01017,MANAKALUCO,B
BSE,INE830Q01018,MANAKCOAT,B
BSE,INE172N01012,IMAGICAA,B
BSE,INE066P01011,INOXWIND,A
BSE,INE751R01014,RAJPUTANA,X
BSE,INE187R01029,CITL,X
BSE,INE904R01027,URSUGAR,B
BSE,INE541R01019,FILTRA,M
BSE,INE193R01019,SHESHAINDS,X
BSE,INE291E01019,PML,X
BSE,INE273F01022,ALANSCOTT,XT
BSE,INE029H01016,SUJALA,XT
BSE,INE366I01010,VRLLOG,B
BSE,INE578R01011,GRAMEVA,X
BSE,INE239L01013,PALCO,X
BSE,INE104F01029,BODHTREE,XT
BSE,INE334E01017,VBIND,X
BSE,INE822Q01015,SARVOTTAM,X
BSE,INE776I01010,MEP,Z
BSE,INE761D01021,WARDWIZFBL,XT
BSE,INE527H01019,UFO,B
BSE,INE945O01019,PANTH,X
BSE,INE788J01021,SHIVALIK,B
BSE,INE682B01023,ICSL,X
BSE,INE195J01029,PNCINFRA,A
BSE,INE784R01023,ARFIN,B
BSE,INE347L01022,VLL,X
BSE,INE738P01015,HELPAGE,X
BSE,INE924N01024,BLUEGOD,XT
BSE,INE230I01018,HAWAENG,X
BSE,INE206F01022,AIIL,A
BSE,INE578L01014,ADHBHUTIN,X
BSE,INE848N01017,DFL,XT
BSE,INE035S01028,POEL,X
BSE,INE829P01020,AEL,X
BSE,INE618R01015,SGFIN,B
BSE,INE170E01023,SATIA,B
BSE,INE574D01010,GVBL,X
BSE,INE653S01028,GARMNTMNTR,X
BSE,INE606K01049,SRESTHA,X
BSE,INE563C01015,SAUMYA,X
BSE,INE150D01027,MUL,X
BSE,INE540S01019,MISHKA,XT
BSE,INE885H01029,SPORTKING,B
BSE,INE451S01027,GROWINGTON,B
BSE,INE345Q01017,HCKKVENTURE,X
BSE,INE027T01023,RUDRA,B
BSE,INE876S01017,LOYAL,X
BSE,INE480S01026,GGPL,Z
BSE,INE875R01011,BALKRISHNA,B
BSE,INE979R01011,SHYAMCENT,T
BSE,INE931S01010,ADANIENSOL,A
BSE,INE541K01014,STARDELTA,X
BSE,INE579N01018,SAMSRITA,X
BSE,INE398R01022,SYNGENE,A
BSE,INE829S01016,MSL,X
BSE,INE587G01015,KAYA,B
BSE,INE184S01024,ALSTONE,X
BSE,INE653R01012,SYMBIOX,X
BSE,INE897N01014,AVI,XT
BSE,INE898S01029,AURUM,B
BSE,INE143A01010,OSWALGREEN,B
BSE,INE671K01027,SUNRAKSHAK,X
BSE,INE034S01021,ARVSMART,B
BSE,INE211R01019,POWERMECH,A
BSE,INE230R01035,RAMASTEEL,B
BSE,INE365S01045,THINKINK,X
BSE,INF789FB1X58,SENSEXBETA,A
BSE,INF789F1AZC0,NIFTYBETA,B
BSE,INE203T01012,UNIAUTO,B
BSE,INE918N01018,VETO,B
BSE,INE278M01019,NAVKARCORP,B
BSE,INE712K01011,SHREEPUSHK,B
BSE,INE844O01030,GUJGASLTD,A
BSE,INE725P01012,WAAREE,M
BSE,INE764L01010,SADBHIN,B
BSE,INE724G01014,SALAUTO,X
BSE,INE914G01029,POLYSPIN,X
BSE,INE583R01029,PRITIKAUTO,B
BSE,INE019D01016,MAHAVEER,Z
BSE,INE897B01019,KRISHNACAP,XT
BSE,INE636B01011,ACME,Z
BSE,INE060T01024,VISHALBL,B
BSE,INE344T01014,BELLACASA,B
BSE,INE389C01015,MALLCOM,B
BSE,INE256S01012,NAKSH,B
BSE,INE836B01017,SATIN,B
BSE,INE854S01022,GENCON,B
BSE,INE594R01018,KUBERJI,X
BSE,INE894J01019,NEERAJ,X
BSE,INE030T01027,TEJNAKSH,X
BSE,INE201C01012,RFSL,X
BSE,INE335K01011,COFFEEDAY,A
BSE,INE092T01019,IDFCFIRSTB,A
BSE,INE646L01027,INDIGO,A
BSE,INE099S01016,IGCIL,X
BSE,INE500L01026,SHK,B
BSE,INE360S01012,ARYAVAN,X
BSE,INE761R01013,TFSL,XT
BSE,INE258R01028,PANORAMA,B
BSE,INE051N01026,SHREEGANES,X
BSE,INE910R01024,GTV,X
BSE,INE721C01019,GARBIFIN,X
BSE,INE766D01020,SMARTFIN,X
BSE,INE176R01014,RAJKOTINV,X
BSE,INE805Q01028,ADCON,XT
BSE,INE641R01017,QUINT,X
BSE,INF179KC1965,HDFCNIFTY,B
BSE,INF179KC1HX2,HDFCSENSEX,A
BSE,INE551B01012,UDAYJEW,X
BSE,INE280E01038,SATTVASUKU,X
BSE,INE343C01012,GROVY,X
BSE,INE540L01014,ALKEM,A
BSE,INE600L01024,LALPATHLAB,A
BSE,INE452S01025,SCTL,X
BSE,INE146E01015,CREATIVE,X
BSE,INE430R01023,AAYUSH,XT
BSE,INE669R01026,ELITECON,T
BSE,INE150G01020,LUXIND,B
BSE,INE281P01016,ABHIINFRA,X
BSE,INE217S01014,APOORVA,X
BSE,INE679E01015,AGRIBIO,X
BSE,INE410P01011,NH,A
BSE,INE108T01013,FMEC,X
BSE,INE005G01026,DDIL,XT
BSE,INE549S01036,REMLIFE,X
BSE,INE750R01016,AARNAV,X
BSE,INE974F01025,SCL,X
BSE,INE104S01022,SIPTL,X
BSE,INE728Q01014,SHIVA,X
BSE,INE094S01041,MISHTANN,X
BSE,INE681Q01015,DELTA,X
BSE,INE727C01024,CGFL,X
BSE,INE079C01012,KEL,X
BSE,INE373T01047,BLUECLOUDS,B
BSE,INE534E01020,KEIL,X
BSE,INE368E01023,BCLENTERPR,XT
BSE,INE484I01029,PRECAM,B
BSE,INE985S01024,TEAMLEASE,A
BSE,INE564S01019,KAMATS,B
BSE,INE052T01021,BESTAGRO,B
BSE,INE023R01018,ACEMEN,X
BSE,INE948Q01018,BFLAFL,X
BSE,INE684D01025,RGF,XT
BSE,INE792P01020,RCL,Z
BSE,INE306L01010,QUICKHEAL,B
BSE,INE332Q01023,KAPILRAJ,X
BSE,INE622Q01019,MOBAVENUE,B
BSE,INE127T01021,KPEL,A
BSE,INE064T01018,IFINSER,X
BSE,INE966Q01010,HILIKS,XT
BSE,INE039D01014,HYPERSOFT,XT
BSE,INE314T01033,GOKULAGRO,B
BSE,INE194R01017,FREDUN,X
BSE,INE748T01016,SIMBHALS,Z
BSE,INE773T01014,RELICAB,T
BSE,INE427T01025,VKAL,X
BSE,INE250S01015,MEAPL,X
BSE,INE216Q01010,MNIL,XT
BSE,INE830S01014,DARJEELING,X
BSE,INE178T01024,ADVIKCA,X
BSE,INE865T01018,PDMJEPAPER,B
BSE,INE075I01017,HCG,A
BSE,INE173U01015,UMIYA,XT
BSE,INE316L01019,BHARATWIRE,B
BSE,INE043U01010,CHDCHEM,X
BSE,INE483S01020,INFIBEAM,A
BSE,INE204S01012,LELAVOIR,X
BSE,INE119R01014,BALGOPAL,X
BSE,INE574R01028,SUPERIOR,X
BSE,INE912T01018,RPEL,B
BSE,INE359U01028,LANCER,XT
BSE,INE395U01014,NINSYS,B
BSE,INE115S01010,HALDER,XT
BSE,INE594H01019,THYROCARE,B
BSE,INE411U01027,BAJAJHCARE,B
BSE,INE616F01022,RSDFIN,X
BSE,INE299U01018,CROMPTON,A
BSE,INE417C01014,PILANIINVS,B
BSE,INE671T01028,DARSHANORNA,X
BSE,INE883N01014,PARAGMILK,B
BSE,INE631R01026,MADHAVIPL,X
BSE,INE631E01024,SPICELOUNG,XT
BSE,INE642P01019,DIDL,X
BSE,INE730R01042,SNIM,XT
BSE,INE454M01024,NAGAFERT,B
BSE,INE440T01028,SEIL,X
BSE,INE858Q01019,MIL,XT
BSE,INE571U01010,YASHCHEM,X
BSE,INF109KC11V0,NV20IETF,B
BSE,INE217E01014,BAZELINTER,X
BSE,INE919T01013,JLL,XT
BSE,INE524T01011,TAALTECH,X
BSE,INE002S01010,MGL,A
BSE,INE819S01025,ZEAL,X
BSE,INE615P01015,QUESS,A
BSE,INE731U01028,DIGJAMLMTD,B
BSE,INF109KC10W0,MIDSELIETF,B
BSE,INE799B01017,HUIL,X
BSE,INE120V01014,TITAANIUM,M
BSE,INE073V01015,COMSYN,T
BSE,INE700F01024,CFEL,X
BSE,INE093R01011,LLOYDSENGG,A
BSE,INE552U01010,KPL,B
BSE,INE214T01019,LTIM,A
BSE,INE595R01023,EASTWEST,X
BSE,INF209KB10E8,BSLSENETFG,A
BSE,INE621I01042,COLORCHIPS,XT
BSE,INE837H01020,ADVENZYMES,A
BSE,INE213U01019,LAHL,X
BSE,INE917M01012,DBL,A
BSE,INE212I01016,SPAL,B
BSE,INE412U01025,BIGBLOC,B
BSE,INE925Q01024,ECS,XT
BSE,INE976G01028,RBLBANK,A
BSE,INE153T01027,BLS,A
BSE,INE317V01016,MITSU,X
BSE,INE537U01037,SPRAYKING,B
BSE,INE715T01031,DHATRE,X
BSE,INE860T01019,SABEVENTS,T
BSE,INE367U01013,RSTL,MT
BSE,INE871L01013,TVVISION,T
BSE,INE890S01026,GAMCO,X
BSE,INE010V01017,LTTS,A
BSE,INE934S01014,GNA,B
BSE,INE583V01021,RADHIKAJWE,B
BSE,INE400R01018,SIIL,XT
BSE,INE726G01019,ICICIPRULI,A
BSE,INE818R01011,IISL,XT
BSE,INE202R01026,ARCFIN,X
BSE,INE495S01016,HPL,B
BSE,INE184B01012,SAGARSOFT,X
BSE,INE746V01016,DRA,M
BSE,INE565V01010,VALIANTORG,B
BSE,INE700V01021,SHASHIJIT,X
BSE,INE957U01011,MHEL,MT
BSE,INE913H01037,ENDURANCE,A
BSE,INE905R01016,PURPLE,XT
BSE,INE268T01015,SUPRAPFSL,X
BSE,INE572E01012,PNBHOUSING,A
BSE,INE298B01010,SOUTHERNIN,X
BSE,INE964R01013,REGENCY,X
BSE,INE200M01039,VBL,A
BSE,INE894E01028,SALEM,X
BSE,INE448F01012,UPROTECH,XT
BSE,INE789R01022,FRANKLININD,X
BSE,INE341H01023,LKPSEC,X
BSE,INE186R01013,OSIAJEE,XT
BSE,INE850R01014,CMBL,XT
BSE,INE916U01025,SFL,A
BSE,INE666Q01016,EIKO,X
BSE,INE679V01027,AVL,A
BSE,INE759V01019,HEADSUP,B
BSE,INE586V01016,TCIEXP,B
BSE,INE947Q01028,LAURUSLABS,A
BSE,INE835U01027,NEWLIGHT,X
BSE,INE607V01028,VSL,B
BSE,INE118R01032,SHANGAR,X
BSE,INE804Q01013,GLCL,X
BSE,INE318U01016,FLORACORP,X
BSE,INE615R01029,TRU,B
BSE,INE726V01018,PRICOLLTD,A
BSE,INE181U01018,CFL,XT
BSE,INE863T01013,JITFINFRA,B
BSE,INE655V01019,RMC,M
BSE,INE240T01014,PARMAX,X
BSE,INE715Q01029,LLFICL,X
BSE,INE575D01041,DANUBE,XT
BSE,INE919I01024,RADIOCITY,B
BSE,INE192R01011,DMART,A
BSE,INE714U01024,IFL,B
BSE,INE989S01042,ONTIC,XT
BSE,INE017W01010,SMLT,B
BSE,INE298W01016,CHEMCRUX,B
BSE,INE784W01015,MANOMAY,T
BSE,INE544W01021,MAXIMUS,X
BSE,INE201M01029,CLEDUCATE,B
BSE,INE442V01012,PRIMEFRESH,B
BSE,INE711V01010,OCEANIC,X
BSE,INE208U01019,OCTAWARE,MT
BSE,INE274V01019,SHANKARA,B
BSE,INE953W01016,ESCORP,T
BSE,INE949C01016,CLFL,XT
BSE,INE594W01042,STARLENT,T
BSE,INE807K01035,SCHAND,B
BSE,INE453S01015,KANUNGO,XT
BSE,INE343X01018,MEERA,B
BSE,INE183W23014,IRBINVIT,IF
BSE,INE031A01017,HUDCO,A
BSE,INE488V01015,PSPPROJECT,B
BSE,INE986W01016,BGJL,XT
BSE,INE796W01019,YUG,MT
BSE,INE219X23014,INDIGRID,IF
BSE,INE717F01028,VARIMAN,X
BSE,INE460H01021,STARCEMENT,A
BSE,INE325X01015,RIDDHICORP,X
BSE,INE010J01012,TEJASNET,A
BSE,INE406M01024,ERIS,A
BSE,INE319U01022,CONTAINER,XT
BSE,INE869I01013,GTPL,B
BSE,INE949L01017,AUBANK,A
BSE,INF109KC19U5,LOWVOLIETF,B
BSE,INE694X01030,GGENG,X
BSE,INE413X01035,7NR,X
BSE,INE170V01027,SALASAR,B
BSE,INE335W01016,GANGESSECU,B
BSE,INE471W01019,PALASHSECU,B
BSE,INE349W01017,AVADHSUGAR,B
BSE,INE347W01011,MAGADSUGAR,B
BSE,INE632W01016,GSTL,X
BSE,INF789F1AUW9,NEXT50BETA,B
BSE,INE285J01028,SIS,B
BSE,INE704P01025,COCHINSHIP,A
BSE,INE320X01016,HALEOSLABS,T
BSE,INE880L01014,KIOCL,A
BSE,INE344X01016,CHOTHANI,M
BSE,INE172E01011,SMRUTHIORG,X
BSE,INE674K01013,ABCAPITAL,A
BSE,INE346W01013,APEX,B
BSE,INE145Y01023,SHISHIND,T
BSE,INE236W01016,ANG,B
BSE,INE185U01035,KCDGROUP,XT
BSE,INE935N01020,DIXON,A
BSE,INE727S01012,BRNL,B
BSE,INE385W01011,DCAL,B
BSE,INE670X01014,LASA,B
BSE,INE438C01010,PROCLB,XT
BSE,INE866R01028,MATRIMONY,B
BSE,INE217K01011,RHFL,Z
BSE,INE264T01014,CAPACITE,B
BSE,INE765G01017,ICICIGI,A
BSE,INE689M01025,PQIF,B
BSE,INE777X01017,AAYUSHBULL,M
BSE,INE123W01016,SBILIFE,A
BSE,INE393P01035,DIAMONDYD,B
BSE,INE932X01026,SHAREINDIA,A
BSE,INE071Y01013,TTFL,B
BSE,INE973X01012,POOJA,B
BSE,INE327G01032,SAYAJIIND,X
BSE,INE695X01011,VANTABIO,M
BSE,INE062Y01020,MEHAI,X
BSE,INE864K01010,IRIS,B
BSE,INE414Y01015,SGRL,X
BSE,INE402Y01028,STL,B
BSE,INE850D01014,GODREJAGRO,A
BSE,INE348L01012,MASFIN,B
BSE,INE022Q01020,IEX,A
BSE,INE481Y01014,GICRE,A
BSE,INE501Y01019,SCPL,B
BSE,INE974X01010,TIINDIA,A
BSE,INE298J01013,NAM-INDIA,A
BSE,INE766P01016,MAHLOG,B
BSE,INE470Y01017,NIACL,A
BSE,INE133Y01011,IFGLEXPOR,B
BSE,INE834I01025,KHADIM,B
BSE,INE618L01018,5PAISA,B
BSE,INE795G01014,HDFCLIFE,A
BSE,INE204Y01010,SBRANDS,M
BSE,INE669Y01022,SHARIKA,B
BSE,INF109KB15Y7,ICICIB22,A
BSE,INE500C01017,ASPIRA,X
BSE,INE016M01021,DNAMEDIA,B
BSE,INE600Y01019,DYCL,B
BSE,INE821Y01011,RATNABHUMI,B
BSE,INE597J01018,SHALBY,B
BSE,INE333Y01017,MRCAGRO,T
BSE,INE994R01028,CRYSTAL,X
BSE,INE646X01014,ASTRON,B
BSE,INE371F01024,CHANDRIMA,XT
BSE,INE841Y01019,JFL,M
BSE,INE454F01010,7SEASL,X
BSE,INE713T01028,APOLLO,A
BSE,INE619B01017,NEWGEN,A
BSE,INE546Y01022,PRAXIS,B
BSE,INE371P01015,AMBER,A
BSE,INE425C01017,SRUSTEELS,X
BSE,INE760Y01011,ASHOKAMET,B
BSE,INE600K01018,GALAXYSURF,A
BSE,INE063Z01017,GGL,B
BSE,INE630Y01024,MEDICO,B
BSE,INE740X01023,LAL,B
BSE,INE923Y01023,KENVI,B
BSE,INE586E01020,IWP,X
BSE,INE773Y01014,TDSL,XT
BSE,INE341Z01025,BHATIA,X
BSE,INE644Y01017,SHIVAMILLS,B
BSE,INE914M01019,ASTERDM,A
BSE,INE868X01014,YSL,X
BSE,INE398L01017,KANCOTEA,X
BSE,INE926X01010,HGINFRA,A
BSE,INE464Z01017,INFLAME,M
BSE,INE365Y01019,BPLPHARMA,X
BSE,INF740KA1EU7,LIQUIDETF,F
BSE,INE171Z01026,BDL,A
BSE,INE380Z01015,ACTIVE,B
BSE,INE705X01026,GOYALALUM,T
BSE,INE545U01014,BANDHANBNK,A
BSE,INE066F01020,HAL,A
BSE,INE278R01034,DHARAN,Z
BSE,INE278H01035,SANDHAR,B
BSE,INE616Z01012,YASHO,B
BSE,INE099Z01011,MIDHANI,A
BSE,INE459Z01017,TRL,B
BSE,INE970X01018,LEMONTREE,A
BSE,INE783X01023,CHEMFAB,B
BSE,INE626Z01029,HARDWYN,T
BSE,INE142Z01019,ORIENTELEC,A
BSE,INE506Z01015,DHRUV,B
BSE,INE256Z01025,AKSHAR,B
BSE,INE250Z01010,INDOUS,B
BSE,INF109KC1V59,BSE500IETF,A
BSE,INE896L01010,INDOSTAR,B
BSE,INE424Z01011,MILEFUR,MT
BSE,INE556Z01010,UHZAVERI,B
BSE,INE295Z01015,PARVATI,X
BSE,INE00EM01016,MEGASTAR,T
BSE,INE870Z01015,INNOVATORS,M
BSE,INE926R01012,UCIL,X
BSE,INE518E01015,ZIMLAB,B
BSE,INE692Z01013,AFFORDABLE,B
BSE,INE325C01035,DOLLAR,B
BSE,INE236Y01012,NGIL,B
BSE,INE838Z01012,PALMJEWELS,B
BSE,INE799N01012,WAA,M
BSE,INE364U01010,ADANIGREEN,A
BSE,INE250G01010,UNICK,X
BSE,INE624Z01016,SOLARA,A
BSE,INE287Z01012,GAYAHWS,T
BSE,INE320J01015,RITES,A
BSE,INE686Y01026,FINEORG,A
BSE,INE665L01035,VARROC,A
BSE,INE685Z01033,RAJNISH,B
BSE,INE173V01013,GUJWIND,X
BSE,INE960Z01014,RAWEDGE,B
BSE,INE694W01024,ASHNI,XT
BSE,INE127D01025,HDFCAMC,A
BSE,INE299W01022,VIVANTA,X
BSE,INE401Z01019,FRATELLI,X
BSE,INE741K01010,CREDITACC,A
BSE,INE572Z01017,AMINTAN,X
BSE,INE00IY01012,DEEP,B
BSE,INF109KC1NS5,NEXT50IETF,B
BSE,INE01B501018,ASRL,B
BSE,INE797Z01028,SPACEINCUBA,XT
BSE,INE00QT01015,SGIL,B
BSE,INE01A501027,RANJEET,M
BSE,INF109KC1KT9,LIQUIDIETF,F
BSE,INE962Y01021,IRCON,A
BSE,INE01IU01018,SKYGOLD,B
BSE,INF200KA1VQ2,SETFSN50,A
BSE,INE00VM01036,MANORAMA,B
BSE,INE216P01012,AAVAS,A
BSE,INE382Z01011,GRSE,A
BSE,INE911Z01025,A1L,T
BSE,INE666Y01010,DOLFIN,B
BSE,INE01J501010,SHUBHAM,T
BSE,INE642Z01026,AKI,B
BSE,INE206Z01020,SUNRETAIL,M
BSE,INE00Q901014,SMGOLD,B
BSE,INE647Z01025,VIVIDM,B
BSE,INE00SW01015,BCPL,B
BSE,INE399L01023,ATGL,A
BSE,INE398C01016,PHOSPHATE,X
BSE,INF769K01EG9,NIFTYETF,B
BSE,INE285K01026,TECHNOE,A
BSE,INE02AP01013,RONI,M
BSE,INE01GR01018,DGL,MT
BSE,INE016X01010,ARYAN,X
BSE,INE139E01028,NIVAKA,XT
BSE,INE00R701025,DALBHARAT,A
BSE,INF209KB16D7,ABSLNN50ET,B
BSE,INE00S901012,NILASPACES,B
BSE,INE01NE01012,SRD,B
BSE,INE00CA01015,TREJHARA,T
BSE,INE452W01019,DECCAN,B
BSE,INE02EZ01022,AXITA,T
BSE,INE542W01025,KPIGREEN,A
BSE,INE425Y01011,RPSGVENT,B
BSE,INE020801028,SPENCERS,B
BSE,INE350Z01018,GLOSTERLTD,B
BSE,INE01P501012,XELPMOC,T
BSE,INE01EG01016,RITCO,B
BSE,INE427F01016,CHALET,A
BSE,INE02AR01019,ANMOL,B
BSE,INE793Z01027,JONJUA,M
BSE,INE911T01010,KRANTI,B
BSE,INE294Z01018,ANUP,A
BSE,INE955V01021,ARVINDFASN,A
BSE,INE00CX01017,MAHIP,MT
BSE,INF789F1AUU3,SNXT50BETA,A
BSE,INE05KD23015,ENERGYINF,IF
BSE,INE05FR01029,AGOL,B
BSE,INE01C001026,AARTECH,B
BSE,INE255X01014,MSTCLTD,B
BSE,INE041025011,EMBASSY,IF
BSE,INE01GZ01011,CHANDNIMACH,XT
BSE,INE01BL01012,NSL,B
BSE,INE415G01027,RVNL,A
BSE,INE112L01020,METROPOLIS,A
BSE,INE04I401011,KPITTECH,A
BSE,INE455K01017,POLYCAB,A
BSE,INE06LG01010,VRFILMS,B
BSE,INE161L01027,VIKASLIFE,B
BSE,INE136S01016,NEOGEN,A
BSE,INE05QJ01015,GKP,T
BSE,INE06TD01010,EVANS,M
BSE,INE374E01021,BMW,B
BSE,INE757T01025,AEPL,X
BSE,INE05BN01019,CHCL,MT
BSE,INE413F01016,DEL,X
BSE,INE01K301012,HARISH,X
BSE,INE050001010,PPL,B
BSE,INE03JI01017,DGCONTENT,B
BSE,INE02GA01012,ARL,B
BSE,INE060601031,MURAE,B
BSE,INE04AK01028,SBC,B
BSE,INE933S01016,INDIAMART,A
BSE,INE056001014,CPML,M
BSE,INE08KP01019,DCMNVL,B
BSE,INF109KC15I8,BANKIETF,B
BSE,INF204KB15D0,SNXT50BEES,A
BSE,INE00WC01027,AFFLE,A
BSE,INF109KC18U7,PVTBANIETF,B
BSE,INE572J01011,SPANDANA,B
BSE,INE00M201021,SWSOLAR,A
BSE,INE08E401029,ALPHALOGIC,B
BSE,INE466L01038,360ONE,A
BSE,INE489L01022,IIFLCAPS,A
BSE,INE08KJ01020,MUFIN,B
BSE,INE957W01025,MISQUITA,M
BSE,INE906Y01028,GALACTICO,B
BSE,INE560T01015,VEL,X
BSE,INE09N301011,FLUOROCHEM,A
BSE,INE335Y01020,IRCTC,A
BSE,INE492Z01018,GOBLIN,M
BSE,INE06H201014,GENSOL,Z
BSE,INE430N01022,VISHWARAJ,B
BSE,INE08ZM01014,GREENPANEL,B
BSE,INE052001026,SHAHLON,X
BSE,INF209KB17D5,ABSLBANETF,B
BSE,INE490Z01012,ANUROOP,B
BSE,INE679A01013,CSBBANK,A
BSE,INE551W01018,UJJIVANSFB,A
BSE,INE05AN01011,HINDWAREAP,B
BSE,INE689W01016,PRINCEPIPE,B
BSE,INF754K01KO2,EBBETF0430,F
BSE,INE063601012,GIANLIFE,Z
BSE,INE025R01021,ARTEMISMED,B
BSE,INE258G01013,SUMICHEM,A
BSE,INF109KC11W8,MIDCAPIETF,B
BSE,INF769K01FN2,NEXT50,B
BSE,INE03V001013,UNIVPHOTO,B
BSE,INE117S01016,OCTAVIUSPL,X
BSE,INE03QK01018,COHANCE,A
BSE,INE018E01016,SBICARD,A
BSE,INF204KB10R1,07AGG,F
BSE,INF204KB16R8,07GPG,F
BSE,INF204KB14O0,09AGG,F
BSE,INF204KB19O9,09GPG,F
BSE,INF789F1ARF0,UTCRFS2DGR,F
BSE,INF789F1ARQ7,UTCRFS2RGR,F
BSE,INF204KB11T5,08MPD,B
BSE,INF204KB16S6,08GPG,B
BSE,INF204KB18R4,08AGG,B
BSE,INF204KB14P7,10AGG,F
BSE,INF204KB17P0,10ARD,F
BSE,INF204KB19P6,10GPG,F
BSE,INE0BDU01028,ROJL,B
BSE,INF204KB14U7,11DPR,B
BSE,INF204KB10U5,11GPG,B
BSE,INF204KB15U4,11MPD,B
BSE,INF204KB16U2,11MPR,B
BSE,INF204KB11U3,11QPD,B
BSE,INF204KB12U1,11QPR,B
BSE,INF204KB18T0,11AMD,B
BSE,INF204KB14T9,11AQD,B
BSE,INF204KB13U9,11DPD,B
BSE,INE07Y701011,POWERINDIA,A
BSE,INE0B1K01014,DJML,B
BSE,INE06MM01016,NATURAL,X
BSE,INE745R01024,REGIS,X
BSE,INE0CRS01012,BILLWIN,M
BSE,INE09EO01013,AARTISURF,B
BSE,INE0B9A01018,BONLON,T
BSE,INE02PY01013,BOROLTD,B
BSE,INE02A801020,ROSSARI,B
BSE,INE07OG01012,NDRAUTO,B
BSE,INF754K01LE1,EBBETF0431,F
BSE,INE0CCU25019,MINDSPACE,IF
BSE,INE05ST01028,SBGLP,B
BSE,INF109KC17V7,ALPL30IETF,B
BSE,INE027H01010,MAXHEALTH,A
BSE,INF109KC16I6,ITIETF,B
BSE,INE0CG601016,MAXIND,B
BSE,INF179KC1HY0,HDFCNIFBAN,B
BSE,INF789F1AUV1,BANKBETA,B
BSE,INE419U01012,HAPPSTMNDS,A
BSE,INE450U01017,ROUTE,A
BSE,INE412J01010,SAMRATFORG,X
BSE,INE0ALI01010,ADVAIT,B
BSE,INE0CHO01012,ADL,B
BSE,INE596I01020,CAMS,A
BSE,INE03YM01018,CHEMCON,B
BSE,INE0BTM01013,SECMARK,B
BSE,INE732I01013,ANGELONE,A
BSE,INE09KD01013,ATAM,B
BSE,INE249Z01020,MAZDOCK,A
BSE,INE094J01016,UTIAMC,A
BSE,INE060901027,LIKHITHA,B
BSE,INE0AJG01018,HEMIPROP,B
BSE,INE063P01018,EQUITASBNK,A
